"kato"	"ab"	"cd"	"ef"	"hij"	"k"	"name__kk"	"name__ru"	"nn"
"635837337"	"63"	"58"	"37"	"337"	"2"	"Теміртек а."	"с.Темиртек"	""
"635837338"	"63"	"58"	"37"	"338"	"2"	"Шонтайбек а."	"с.Шонтайбек"	""
"635839000"	"63"	"58"	"39"	"000"	"2"	"Жаңаауыл а.о."	"Жанааулский с.о."	""
"635839100"	"63"	"58"	"39"	"100"	"2"	"Жаңаауыл а."	"с.Жанаауыл"	""
"635839102"	"63"	"58"	"39"	"102"	"2"	"Аққора а."	"с.Аккора"	""
"635839103"	"63"	"58"	"39"	"103"	"2"	"Боданбай а."	"с.Боданбай"	""
"635839107"	"63"	"58"	"39"	"107"	"2"	"Қарашоқы а."	"с.Карашокы"	""
"635839117"	"63"	"58"	"39"	"117"	"2"	"Сана а."	"с.Сана"	""
"635839118"	"63"	"58"	"39"	"118"	"2"	"Талпын 2 а."	"с.Талпын 2"	""
"635839119"	"63"	"58"	"39"	"119"	"2"	"Талпын а."	"с.Талпын"	""
"635839125"	"63"	"58"	"39"	"125"	"2"	"Боқпай 1 а."	"с.Бокпай 1"	""
"635839126"	"63"	"58"	"39"	"126"	"2"	"Боқпай 2 а."	"с.Бокпай 2"	""
"635839127"	"63"	"58"	"39"	"127"	"2"	"Туайт а."	"с.Туайт"	""
"635839128"	"63"	"58"	"39"	"128"	"2"	"Баятар а."	"с.Баятар"	""
"635839200"	"63"	"58"	"39"	"200"	"2"	"Ахметбұлақ а."	"с.Ахметбулак"	""
"635839202"	"63"	"58"	"39"	"202"	"2"	"Ахметбұлақ 1 а."	"с.Ахметбулак 1"	""
"635839204"	"63"	"58"	"39"	"204"	"2"	"Комсомол а."	"с.Комсомол"	""
"635839208"	"63"	"58"	"39"	"208"	"2"	"Құрманғали а."	"с.Курмангали"	""
"635839209"	"63"	"58"	"39"	"209"	"2"	"Қызылтас а."	"с.Кызылтас"	""
"635839211"	"63"	"58"	"39"	"211"	"2"	"Тентек а."	"с.Тентек"	""
"635839212"	"63"	"58"	"39"	"212"	"2"	"Боқпай 3 а."	"с.Бокпай 3"	""
"635839213"	"63"	"58"	"39"	"213"	"2"	"Қазанбай а."	"с.Казанбай"	""
"635839214"	"63"	"58"	"39"	"214"	"2"	"Құрманғалы 2 а."	"с.Курмангалы 2"	""
"635839215"	"63"	"58"	"39"	"215"	"2"	"Өскелең а."	"с.Оскелен"	""
"635839300"	"63"	"58"	"39"	"300"	"2"	"Жаңаталап а."	"с.Жанаталап"	""
"635839304"	"63"	"58"	"39"	"304"	"2"	"Жырғалы а."	"с.Жыргалы"	""
"635839306"	"63"	"58"	"39"	"306"	"2"	"Қуаныш а."	"с.Куаныш"	""
"635839308"	"63"	"58"	"39"	"308"	"2"	"Қаске а."	"с.Каске"	""
"635839309"	"63"	"58"	"39"	"309"	"2"	"Аушық а."	"с.Аушык"	""
"635839311"	"63"	"58"	"39"	"311"	"2"	"Үшбұлақ а."	"с.Ушбулак"	""
"635839312"	"63"	"58"	"39"	"312"	"2"	"Қымызбай а."	"с.Кымызбай"	""
"635839400"	"63"	"58"	"39"	"400"	"2"	"Сарыөлең а."	"с.Сарыолен"	""
"635839404"	"63"	"58"	"39"	"404"	"2"	"Жазике а."	"с.Жазике"	""
"635839413"	"63"	"58"	"39"	"413"	"2"	"Ұзынбұлақ а."	"с.Узынбулак"	""
"635841000"	"63"	"58"	"41"	"000"	"2"	"Жетіарал а.о."	"Жетыаральский с.о."	""
"635841100"	"63"	"58"	"41"	"100"	"2"	"Жетіарал а."	"с.Жетыарал"	""
"635841200"	"63"	"58"	"41"	"200"	"2"	"Асусай а."	"с.Асусай"	""
"635841202"	"63"	"58"	"41"	"202"	"2"	"Аққора а."	"с.Аккора"	""
"635841203"	"63"	"58"	"41"	"203"	"2"	"Ақтас а."	"с.Актас"	""
"635841204"	"63"	"58"	"41"	"204"	"2"	"Атамбай а."	"с.Атамбай"	""
"635841205"	"63"	"58"	"41"	"205"	"2"	"Ашутас а."	"с.Ашутас"	""
"635841206"	"63"	"58"	"41"	"206"	"2"	"Бекбау а."	"с.Бекбау"	""
"635841207"	"63"	"58"	"41"	"207"	"2"	"Бозша а."	"с.Бозша"	""
"635841208"	"63"	"58"	"41"	"208"	"2"	"Боуық а."	"с.Боуык"	""
"635841209"	"63"	"58"	"41"	"209"	"2"	"Ескі Асусай а."	"с.Ески Асусай"	""
"635841211"	"63"	"58"	"41"	"211"	"2"	"Жалғызбастау а."	"с.Жалгызбастау"	""
"635841212"	"63"	"58"	"41"	"212"	"2"	"Жантемір а."	"с.Жантемир"	""
"635841213"	"63"	"58"	"41"	"213"	"2"	"Жөке а."	"с.Жоке"	""
"635841214"	"63"	"58"	"41"	"214"	"2"	"Келтебұлақ а."	"с.Келтебулак"	""
"635841215"	"63"	"58"	"41"	"215"	"2"	"Көпбай а."	"с.Копбай"	""
"635841216"	"63"	"58"	"41"	"216"	"2"	"Қиябай а."	"с.Киябай"	""
"635841217"	"63"	"58"	"41"	"217"	"2"	"Мади а."	"с.Мади"	""
"635841218"	"63"	"58"	"41"	"218"	"2"	"Мейрамбай а."	"с.Мейрамбай"	""
"635841219"	"63"	"58"	"41"	"219"	"2"	"Метке а."	"с.Метке"	""
"635841221"	"63"	"58"	"41"	"221"	"2"	"Меңдеке а."	"с.Мендеке"	""
"635841222"	"63"	"58"	"41"	"222"	"2"	"Мыңжан а."	"с.Мынжан"	""
"635841223"	"63"	"58"	"41"	"223"	"2"	"Лақ а."	"с.Лак"	""
"635841224"	"63"	"58"	"41"	"224"	"2"	"Ортақора"	"Ортакора"	""
"635841225"	"63"	"58"	"41"	"225"	"2"	"Сушы а."	"с.Сушы"	""
"635841226"	"63"	"58"	"41"	"226"	"2"	"Шалғынбай а."	"с.Шалгынбай"	""
"635841300"	"63"	"58"	"41"	"300"	"2"	"Жаңғызтал а."	"с.Жангызтал"	""
"635841302"	"63"	"58"	"41"	"302"	"2"	"Аңқау а."	"с.Анкау"	""
"635841303"	"63"	"58"	"41"	"303"	"2"	"Ақтөбе а."	"с.Актобе"	""
"635841304"	"63"	"58"	"41"	"304"	"2"	"Қаби а."	"с.Каби"	""
"635841305"	"63"	"58"	"41"	"305"	"2"	"Қараоба а."	"с.Караоба"	""
"635841306"	"63"	"58"	"41"	"306"	"2"	"Қызылқора"	"Кызылкора"	""
"635841307"	"63"	"58"	"41"	"307"	"2"	"Аққора а."	"с.Аккора"	""
"635841400"	"63"	"58"	"41"	"400"	"2"	"Қамысты а."	"с.Камысты"	""
"635841402"	"63"	"58"	"41"	"402"	"2"	"Әбіш а."	"с.Абиш"	""
"635841403"	"63"	"58"	"41"	"403"	"2"	"Айнабастау а."	"с.Айнабастау"	""
"635841404"	"63"	"58"	"41"	"404"	"2"	"Атархан а."	"с.Атархан"	""
"635841405"	"63"	"58"	"41"	"405"	"2"	"Балық а."	"с.Балык"	""
"635841406"	"63"	"58"	"41"	"406"	"2"	"Бөлтек а."	"с.Болтек"	""
"635841407"	"63"	"58"	"41"	"407"	"2"	"Жабағы а."	"с.Жабагы"	""
"635841408"	"63"	"58"	"41"	"408"	"2"	"Жаңалық а."	"с.Жаналык"	""
"635841409"	"63"	"58"	"41"	"409"	"2"	"Қисықмойыншы а."	"с.Кисыкмойыншы"	""
"635841411"	"63"	"58"	"41"	"411"	"2"	"Қоңырбай а."	"с.Конырбай"	""
"635841412"	"63"	"58"	"41"	"412"	"2"	"Қызылкесік а."	"с.Кызылкесик"	""
"635841413"	"63"	"58"	"41"	"413"	"2"	"Мойынтам а."	"с.Мойынтам"	""
"635841414"	"63"	"58"	"41"	"414"	"2"	"Мұздыбұлақ а."	"с.Муздыбулак"	""
"635841415"	"63"	"58"	"41"	"415"	"2"	"Нұржан а."	"с.Hуржан"	""
"635841416"	"63"	"58"	"41"	"416"	"2"	"Ноқаш а."	"с.Hокаш"	""
"635841417"	"63"	"58"	"41"	"417"	"2"	"Өтембай а."	"с.Отембай"	""
"635841418"	"63"	"58"	"41"	"418"	"2"	"Сауытбай а."	"с.Саутбай"	""
"635841419"	"63"	"58"	"41"	"419"	"2"	"Семсербай а."	"с.Семсербай"	""
"635841421"	"63"	"58"	"41"	"421"	"2"	"Сөйлесбай а."	"с.Сойлесбай"	""
"635841422"	"63"	"58"	"41"	"422"	"2"	"Сыбан а."	"с.Сыбан"	""
"635841423"	"63"	"58"	"41"	"423"	"2"	"Тесіктас а."	"с.Тесиктас"	""
"635841424"	"63"	"58"	"41"	"424"	"2"	"Тұрлыбай а."	"с.Турлыбай"	""
"635841425"	"63"	"58"	"41"	"425"	"2"	"Тіленші а."	"с.Тиленши"	""
"635843000"	"63"	"58"	"43"	"000"	"2"	"Кабанбай а.о."	"Кабанбайский с.о."	""
"635843100"	"63"	"58"	"43"	"100"	"2"	"Қабанбай а."	"с.Кабанбай"	""
"635843102"	"63"	"58"	"43"	"102"	"2"	"Алыбай а."	"с.Алыбай"	""
"635843103"	"63"	"58"	"43"	"103"	"2"	"Байуәли а."	"с.Байуали"	""
"635843104"	"63"	"58"	"43"	"104"	"2"	"Қарамерген а."	"с.Карамерген"	""
"635843200"	"63"	"58"	"43"	"200"	"2"	"Қазақстан а."	"с.Казахстан"	""
"635843202"	"63"	"58"	"43"	"202"	"2"	"Ақмектеп а."	"с.Акмектеп"	""
"635843203"	"63"	"58"	"43"	"203"	"2"	"Балшықбай а."	"с.Балшыкбай"	""
"635843204"	"63"	"58"	"43"	"204"	"2"	"Жұметкен а."	"с.Жуметкен"	""
"635843205"	"63"	"58"	"43"	"205"	"2"	"Қызылқора"	"Кызылкора"	""
"635843206"	"63"	"58"	"43"	"206"	"2"	"Сәт а."	"с.Сат"	""
"635843300"	"63"	"58"	"43"	"300"	"2"	"Тәуке а."	"с.Тауке"	""
"635843302"	"63"	"58"	"43"	"302"	"2"	"Әбділдәбек а."	"с.Абдилдабек"	""
"635843303"	"63"	"58"	"43"	"303"	"2"	"Кәмен а."	"с.Камен"	""
"635843304"	"63"	"58"	"43"	"304"	"2"	"Қайса а."	"с.Кайса"	""
"635843305"	"63"	"58"	"43"	"305"	"2"	"Тесібақан а."	"с.Тесибакан"	""
"635843400"	"63"	"58"	"43"	"400"	"2"	"Шеңгелді а."	"с.Шенгельды"	""
"635843402"	"63"	"58"	"43"	"402"	"2"	"Деңгелбай а."	"с.Денгельбай"	""
"635843403"	"63"	"58"	"43"	"403"	"2"	"Дөнқора"	"Донкора"	""
"635843404"	"63"	"58"	"43"	"404"	"2"	"Жылыбұлақ а."	"с.Жылыбулак"	""
"635843405"	"63"	"58"	"43"	"405"	"2"	"Құлболды а."	"с.Кулболды"	""
"635843406"	"63"	"58"	"43"	"406"	"2"	"Кјркес а."	"с.Каркес"	""
"635843407"	"63"	"58"	"43"	"407"	"2"	"Қарашеңгел а."	"с.Карашенгел"	""
"635843408"	"63"	"58"	"43"	"408"	"2"	"Қызылқора"	"Кызылкора"	""
"635843409"	"63"	"58"	"43"	"409"	"2"	"ЛСП"	"ЛСП"	""
"635843500"	"63"	"58"	"43"	"500"	"2"	"Шорға а."	"с.Шорга"	""
"635843502"	"63"	"58"	"43"	"502"	"2"	"Азжіке а."	"с.Азжике"	""
"635843503"	"63"	"58"	"43"	"503"	"2"	"Атабай а."	"с.Атабай"	""
"635843504"	"63"	"58"	"43"	"504"	"2"	"Дуанбай а."	"с.Дуанбай"	""
"635843505"	"63"	"58"	"43"	"505"	"2"	"Жаманбай а."	"с.Жаманбай"	""
"635843506"	"63"	"58"	"43"	"506"	"2"	"Жылқықора а."	"с.Жылкыкора"	""
"635843507"	"63"	"58"	"43"	"507"	"2"	"Екібас 1 а."	"с.Екибас 1"	""
"635843508"	"63"	"58"	"43"	"508"	"2"	"Екібас 2 а."	"с.Екибас 2"	""
"635843509"	"63"	"58"	"43"	"509"	"2"	"Қайса а."	"с.Кайса"	""
"635843511"	"63"	"58"	"43"	"511"	"2"	"Қызылсыдық а."	"с.Кызылсыдык"	""
"635843512"	"63"	"58"	"43"	"512"	"2"	"Ноғай а."	"с.Ногай"	""
"635843513"	"63"	"58"	"43"	"513"	"2"	"Сталин а."	"с.Сталин"	""
"635843515"	"63"	"58"	"43"	"515"	"2"	"Сарыбас 1 а."	"с.Сарыбас 1"	""
"635843517"	"63"	"58"	"43"	"517"	"2"	"Тасқұдық а."	"с.Таскудык"	""
"635843519"	"63"	"58"	"43"	"519"	"2"	"Түйеқора а."	"с. Туйекора"	""
"635845000"	"63"	"58"	"45"	"000"	"2"	"Көкжыра а.о."	"Кокжиринский с.о."	""
"635845100"	"63"	"58"	"45"	"100"	"2"	"Көкжыра а."	"с.Кокжыра"	""
"635845200"	"63"	"58"	"45"	"200"	"2"	"Базарға а."	"с.Базарга"	""
"635845202"	"63"	"58"	"45"	"202"	"2"	"Алмас а."	"с.Алмас"	""
"635845203"	"63"	"58"	"45"	"203"	"2"	"Байқара а."	"с.Байкара"	""
"635845204"	"63"	"58"	"45"	"204"	"2"	"Дулағали а."	"с.Дулагали"	""
"635845205"	"63"	"58"	"45"	"205"	"2"	"Жасқайрат а."	"с.Жаскайрат"	""
"635845206"	"63"	"58"	"45"	"206"	"2"	"Жаңабаз а."	"с.Жанабаз"	""
"635845207"	"63"	"58"	"45"	"207"	"2"	"Қараоба а."	"с.Караоба"	""
"635845208"	"63"	"58"	"45"	"208"	"2"	"Кішкенетау а."	"с.Кишкенетау"	""
"635845209"	"63"	"58"	"45"	"209"	"2"	"Базаршат а."	"с.Базаршат"	""
"635845211"	"63"	"58"	"45"	"211"	"2"	"Қаражал а."	"с.Каражал"	""
"635845300"	"63"	"58"	"45"	"300"	"2"	"Қызбай а."	"с.Кызбай"	""
"635845302"	"63"	"58"	"45"	"302"	"2"	"Әсемжан а."	"с.Асемжан"	""
"635845303"	"63"	"58"	"45"	"303"	"2"	"Әзімхан а."	"с.Азимхан"	""
"635845304"	"63"	"58"	"45"	"304"	"2"	"Ақсақал а."	"с.Аксакал"	""
"635845305"	"63"	"58"	"45"	"305"	"2"	"Ахмади а."	"с.Ахмади"	""
"635845306"	"63"	"58"	"45"	"306"	"2"	"Боранбай а."	"с.Боранбай"	""
"635845307"	"63"	"58"	"45"	"307"	"2"	"Ермұхан а."	"с.Ермухан"	""
"635845308"	"63"	"58"	"45"	"308"	"2"	"Жоныс а."	"с.Жоныс"	""
"635845309"	"63"	"58"	"45"	"309"	"2"	"Жұмахан а."	"с.Жумахан"	""
"635845311"	"63"	"58"	"45"	"311"	"2"	"Мазабай а."	"с.Мазабай"	""
"635845313"	"63"	"58"	"45"	"313"	"2"	"Мұқажан а."	"с.Мухажан"	""
"635845315"	"63"	"58"	"45"	"315"	"2"	"Пима а."	"с.Пима"	""
"635845317"	"63"	"58"	"45"	"317"	"2"	"Тоқтар а."	"с.Токтар"	""
"635845319"	"63"	"58"	"45"	"319"	"2"	"Шаяхмет а."	"с.Шаяхмет"	""
"635845321"	"63"	"58"	"45"	"321"	"2"	"Мешел а."	"с.Мешел"	""
"635845322"	"63"	"58"	"45"	"322"	"2"	"Ақтүбек а."	"с.Актубек"	""
"635845323"	"63"	"58"	"45"	"323"	"2"	"Ақшал а."	"с.Акшал"	""
"635845324"	"63"	"58"	"45"	"324"	"2"	"Амре а."	"с.Амре"	""
"635845325"	"63"	"58"	"45"	"325"	"2"	"Қамза а."	"с.Камза"	""
"635845326"	"63"	"58"	"45"	"326"	"2"	"Сарша а."	"с.Сарша"	""
"635845500"	"63"	"58"	"45"	"500"	"2"	"Мүрсәлім а."	"с.Мурсалим"	""
"635845502"	"63"	"58"	"45"	"502"	"2"	"Әділхан а."	"с.Адилхан"	""
"635845503"	"63"	"58"	"45"	"503"	"2"	"Апырым а."	"с.Апырым"	""
"635845504"	"63"	"58"	"45"	"504"	"2"	"Дендагүл а."	"с.Дендагул"	""
"635845505"	"63"	"58"	"45"	"505"	"2"	"Қымбат а."	"с.Кымбат"	""
"635845506"	"63"	"58"	"45"	"506"	"2"	"Көшкін а."	"с.Кошкин"	""
"635845507"	"63"	"58"	"45"	"507"	"2"	"Маше а."	"с.Маше"	""
"635845508"	"63"	"58"	"45"	"508"	"2"	"Мырзабай а."	"с.Мырзабай"	""
"635845509"	"63"	"58"	"45"	"509"	"2"	"Орақ а."	"с.Орак"	""
"635845511"	"63"	"58"	"45"	"511"	"2"	"Рақыш а."	"с.Ракыш"	""
"635845513"	"63"	"58"	"45"	"513"	"2"	"Сарыбайбосын а."	"с.Сарыбайбосын"	""
"635845515"	"63"	"58"	"45"	"515"	"2"	"Сейсеке а."	"с.Сейсеке"	""
"635845600"	"63"	"58"	"45"	"600"	"2"	"Серіктес а."	"с.Сериктес"	""
"635845602"	"63"	"58"	"45"	"602"	"2"	"Алау а."	"с.Алау"	""
"635845603"	"63"	"58"	"45"	"603"	"2"	"Молдабек а."	"с.Молдабек"	""
"635845604"	"63"	"58"	"45"	"604"	"2"	"ЛСП"	"ЛСП"	""
"635847000"	"63"	"58"	"47"	"000"	"2"	"Қарасу а.о."	"Карасуский с.о."	""
"635847100"	"63"	"58"	"47"	"100"	"2"	"Қарасу а."	"с.Карасу"	""
"635847200"	"63"	"58"	"47"	"200"	"2"	"Ақмектеп а."	"с.Акмектеп"	""
"635847203"	"63"	"58"	"47"	"203"	"2"	"Алдаберген а."	"с.Алдаберген"	""
"635847204"	"63"	"58"	"47"	"204"	"2"	"Алшынбай а."	"с.Алшынбай"	""
"635847205"	"63"	"58"	"47"	"205"	"2"	"Батқолда а."	"с.Батколда"	""
"635847206"	"63"	"58"	"47"	"206"	"2"	"Долымбек а."	"с.Долымбек"	""
"635847207"	"63"	"58"	"47"	"207"	"2"	"Бөлекқұм а."	"с.Болеккум"	""
"635847211"	"63"	"58"	"47"	"211"	"2"	"Қарахан а."	"с.Карахан"	""
"635847213"	"63"	"58"	"47"	"213"	"2"	"Құлмаңдай а."	"с.Кулмандай"	""
"635847215"	"63"	"58"	"47"	"215"	"2"	"Қызылқора"	"Кызылкора"	""
"635847217"	"63"	"58"	"47"	"217"	"2"	"Кіші сейіт а."	"с.Киши сейт"	""
"635847219"	"63"	"58"	"47"	"219"	"2"	"Манақбай а."	"с.Манакбай"	""
"635847221"	"63"	"58"	"47"	"221"	"2"	"Мырзахан а."	"с.Мырзахан"	""
"635847223"	"63"	"58"	"47"	"223"	"2"	"Тоқабай 1 а."	"с.Токабай 1"	""
"635847225"	"63"	"58"	"47"	"225"	"2"	"Тоқабай 2 а."	"с.Токабай 2"	""
"635847227"	"63"	"58"	"47"	"227"	"2"	"Үлкен сейіт а."	"с.Улкен сейт"	""
"635847400"	"63"	"58"	"47"	"400"	"2"	"Жолқұрылысы а."	"с.Жолкурылыс"	""
"635847600"	"63"	"58"	"47"	"600"	"2"	"Өтеген а."	"с.Отеген"	""
"635847603"	"63"	"58"	"47"	"603"	"2"	"Бақашы а."	"с.Бакаши"	""
"635847700"	"63"	"58"	"47"	"700"	"2"	"Шолақорда а."	"с.Шолакорда"	""
"635847702"	"63"	"58"	"47"	"702"	"2"	"Аманжол а."	"с.Аманжол"	""
"635847703"	"63"	"58"	"47"	"703"	"2"	"Арғанаты а."	"с.Арганаты"	""
"635847704"	"63"	"58"	"47"	"704"	"2"	"Армандас а."	"с.Армандас"	""
"635847705"	"63"	"58"	"47"	"705"	"2"	"Жиекбай а."	"с.Жиекбай"	""
"635847706"	"63"	"58"	"47"	"706"	"2"	"Ілгідай а."	"с.Илгидай"	""
"635847707"	"63"	"58"	"47"	"707"	"2"	"Көксеген а."	"с.Коксеген"	""
"635847708"	"63"	"58"	"47"	"708"	"2"	"Қостөбе а."	"с.Костобе"	""
"635847709"	"63"	"58"	"47"	"709"	"2"	"Сембай а."	"с.Сембай"	""
"635847711"	"63"	"58"	"47"	"711"	"2"	"Тоқбақбай а."	"с.Токбакбай"	""
"635847800"	"63"	"58"	"47"	"800"	"2"	"Қараой а."	"с.Караой"	""
"635847803"	"63"	"58"	"47"	"803"	"2"	"Қабибазы"	"Кабибаза"	""
"635847804"	"63"	"58"	"47"	"804"	"2"	"Қалибазы"	"Калибаза"	""
"635847805"	"63"	"58"	"47"	"805"	"2"	"Қызылқора"	"Кызылкора"	""
"635849000"	"63"	"58"	"49"	"000"	"2"	"Кіндікті а.о."	"Киндиктинский с.о."	""
"635849100"	"63"	"58"	"49"	"100"	"2"	"Кіндікті а."	"с.Киндикты"	""
"635849102"	"63"	"58"	"49"	"102"	"2"	"Кеңжалы а."	"с.Кенжалы"	""
"635849103"	"63"	"58"	"49"	"103"	"2"	"Үмбет а."	"с.Умбет"	""
"635849104"	"63"	"58"	"49"	"104"	"2"	"Армандастар а."	"с.Армандастар"	""
"635849105"	"63"	"58"	"49"	"105"	"2"	"Сепқожа а."	"с.Сепкожа"	""
"635849106"	"63"	"58"	"49"	"106"	"2"	"Сарыбұлақ а."	"с.Сарыбулак"	""
"635849107"	"63"	"58"	"49"	"107"	"2"	"Ақтоғай а."	"с.Актогай"	""
"635849108"	"63"	"58"	"49"	"108"	"2"	"Арап а."	"с.Арап"	""
"635849109"	"63"	"58"	"49"	"109"	"2"	"Аяған а."	"с.Аяган"	""
"635849111"	"63"	"58"	"49"	"111"	"2"	"Болсынбек а."	"с.Болсынбек"	""
"635849112"	"63"	"58"	"49"	"112"	"2"	"Қарман а."	"с.Карман"	""
"635849113"	"63"	"58"	"49"	"113"	"2"	"Мәрсембай а."	"с.Марсембай"	""
"635849114"	"63"	"58"	"49"	"114"	"2"	"Шаң а."	"с.Шан"	""
"635849115"	"63"	"58"	"49"	"115"	"2"	"Жаңабай-Жақып а."	"с.Жанабай-Жакып"	""
"635849200"	"63"	"58"	"49"	"200"	"2"	"Алғабас а."	"с.Алгабас"	""
"635849202"	"63"	"58"	"49"	"202"	"2"	"Ақжал а."	"с.Акжал"	""
"635849203"	"63"	"58"	"49"	"203"	"2"	"Ашудас а."	"с.Ашудас"	""
"635849204"	"63"	"58"	"49"	"204"	"2"	"Зейнолла а."	"с.Зейнолла"	""
"635849205"	"63"	"58"	"49"	"205"	"2"	"Ораз а."	"с.Ораз"	""
"635849206"	"63"	"58"	"49"	"206"	"2"	"Өтебай а."	"с.Отебай"	""
"635849207"	"63"	"58"	"49"	"207"	"2"	"Сандықтас а."	"с.Сандыктас"	""
"635849208"	"63"	"58"	"49"	"208"	"2"	"Үмітхан а."	"с.Умитхан"	""
"635851000"	"63"	"58"	"51"	"000"	"2"	"Құйған а.о."	"Куйганский с.о."	""
"635851100"	"63"	"58"	"51"	"100"	"2"	"Құйған а."	"с.Куйган"	""
"635851102"	"63"	"58"	"51"	"102"	"2"	"Әсемет а."	"с.Асемет"	""
"635851103"	"63"	"58"	"51"	"103"	"2"	"Ақтеке а."	"с.Актеке"	""
"635851105"	"63"	"58"	"51"	"105"	"2"	"Арғанаты а."	"с.Арганаты"	""
"635851106"	"63"	"58"	"51"	"106"	"2"	"Арғанаты 1 а."	"с.Арганаты 1"	""
"635851107"	"63"	"58"	"51"	"107"	"2"	"Арғанаты 2 а."	"с.Арганаты 2"	""
"635851108"	"63"	"58"	"51"	"108"	"2"	"Бектас а."	"с.Бектас"	""
"635851109"	"63"	"58"	"51"	"109"	"2"	"Болатсу а."	"с.Болатсу"	""
"635851111"	"63"	"58"	"51"	"111"	"2"	"Жәкі а."	"с.Жаки"	""
"635851112"	"63"	"58"	"51"	"112"	"2"	"Жақыпбай а."	"с.Жакыпбай"	""
"635851113"	"63"	"58"	"51"	"113"	"2"	"Көкащы а."	"с.Кокашы"	""
"635851114"	"63"	"58"	"51"	"114"	"2"	"Қызыбай а."	"с.Кызыбай"	""
"635851115"	"63"	"58"	"51"	"115"	"2"	"Қызылқайың а."	"с.Кызылкайын"	""
"635851116"	"63"	"58"	"51"	"116"	"2"	"Қызылқора а."	"с.Кызылкора"	""
"635851117"	"63"	"58"	"51"	"117"	"2"	"Қызылшоқы а."	"с.Кызылшокы"	""
"635851118"	"63"	"58"	"51"	"118"	"2"	"ЛСП"	"ЛСП"	""
"635851119"	"63"	"58"	"51"	"119"	"2"	"Ноғайбай а."	"с.Hогайбай"	""
"635851121"	"63"	"58"	"51"	"121"	"2"	"Сағындық а."	"с.Сагындык"	""
"635851123"	"63"	"58"	"51"	"123"	"2"	"Тесіпаққан а."	"с.Тесипаккан"	""
"635851124"	"63"	"58"	"51"	"124"	"2"	"Шахар а."	"с.Шахар"	""
"635851200"	"63"	"58"	"51"	"200"	"2"	"Жалаңаш а."	"с.Жаланаш"	""
"635851202"	"63"	"58"	"51"	"202"	"2"	"Аққора а."	"с.Аккора"	""
"635851203"	"63"	"58"	"51"	"203"	"2"	"Алтай а."	"с.Алтай"	""
"635851204"	"63"	"58"	"51"	"204"	"2"	"Жайылым"	"Отгон"	""
"635851205"	"63"	"58"	"51"	"205"	"2"	"Жобалай а."	"с.Жобалай"	""
"635851206"	"63"	"58"	"51"	"206"	"2"	"Ескі Алтай а."	"с.Ески Алтай"	""
"635851207"	"63"	"58"	"51"	"207"	"2"	"Еспе а."	"с.Еспе"	""
"635851209"	"63"	"58"	"51"	"209"	"2"	"Нұғыман а."	"с.Hугыман"	""
"635851211"	"63"	"58"	"51"	"211"	"2"	"Сәден"	"Саден"	""
"635851212"	"63"	"58"	"51"	"212"	"2"	"Жаңасәден а."	"с.Жанасаден"	""
"635851213"	"63"	"58"	"51"	"213"	"2"	"Ескі Сәден а."	"с.Ески Саден"	""
"635851300"	"63"	"58"	"51"	"300"	"2"	"Жамбыл а."	"с.Жамбыл"	""
"635851302"	"63"	"58"	"51"	"302"	"2"	"Айтақ а."	"с.Айтак"	""
"635851303"	"63"	"58"	"51"	"303"	"2"	"Ақшал а."	"с.Акшал"	""
"635851304"	"63"	"58"	"51"	"304"	"2"	"Ақежантуна а."	"с.Акежантуна"	""
"635851305"	"63"	"58"	"51"	"305"	"2"	"Бегетай а."	"с.Бегетай"	""
"635851306"	"63"	"58"	"51"	"306"	"2"	"Жарық а."	"с.Жарык"	""
"635851308"	"63"	"58"	"51"	"308"	"2"	"Көкбай а."	"с.Кокбай"	""
"635851309"	"63"	"58"	"51"	"309"	"2"	"Мошан а."	"с.Мошан"	""
"635851311"	"63"	"58"	"51"	"311"	"2"	"Ұса а."	"с.Уса"	""
"635851312"	"63"	"58"	"51"	"312"	"2"	"Әкежан а."	"с.Акежан"	""
"635851313"	"63"	"58"	"51"	"313"	"2"	"Жаңаалтай а."	"с.Жанаалтай"	""
"635851315"	"63"	"58"	"51"	"315"	"2"	"Тұма а."	"с.Тума"	""
"635853000"	"63"	"58"	"53"	"000"	"2"	"Құмкөл а.о."	"Кумгольский с.о."	""
"635853100"	"63"	"58"	"53"	"100"	"2"	"Құмкөл а."	"с.Кумголь"	""
"635853103"	"63"	"58"	"53"	"103"	"2"	"Әбілхайыр а."	"с. Абылхаир"	""
"635853104"	"63"	"58"	"53"	"104"	"2"	"Ақбаз а."	"с.Акбаз"	""
"635853105"	"63"	"58"	"53"	"105"	"2"	"Ақтыбай а."	"с.Актыбай"	""
"635853107"	"63"	"58"	"53"	"107"	"2"	"Дөң а."	"с.Дон"	""
"635853108"	"63"	"58"	"53"	"108"	"2"	"Иманбай а."	"с.Иманбай"	""
"635853109"	"63"	"58"	"53"	"109"	"2"	"Қайрақбай а."	"с.Кайракбай"	""
"635853111"	"63"	"58"	"53"	"111"	"2"	"Қаныпхан а."	"с.Каныпхан"	""
"635853112"	"63"	"58"	"53"	"112"	"2"	"Мырзахан а."	"с.Мырзахан"	""
"635853113"	"63"	"58"	"53"	"113"	"2"	"Обши а."	"с.Обши"	""
"635853114"	"63"	"58"	"53"	"114"	"2"	"Рахия а."	"с.Рахия"	""
